Date,City,AQI,PM2.5,PM10,Ozone,NO2,CO,SO2,Temperature,Humidity
2024-09-30,Jacksonville,88,21.02,40.34,36.21,45.44,1.651,7.21,-0.9,88.3
2024-02-12,Austin,107,23.02,50.61,75.46,31.04,1.618,15.08,30.6,36.6
2023-03-24,Columbus,154,36.68,81.67,75.25,37.26,1.644,14.11,,21.1
2023-12-03,Columbus,109,27.41,52.59,57.08,32.43,2.666,19.16,11.3,79.3
2024-11-21,Columbus,119,27.87,55.31,54.36,31.59,1.441,16.36,7.6,75.6
2024-06-30,San Antonio,101,25.1,52.76,63.38,43.11,2.072,7.03,19.8,71.4
2023-11-21,Austin,87,22.89,43.25,46.99,40.24,2.197,11.21,10.7,61.5
2024-05-14,Columbus,131,31.93,63.98,60.21,42.81,2.394,18.65,14.1,62.3
2024-07-08,New York,96,23.76,59.56,68.72,41.23,2.655,19.27,13.3,68.8
2024-09-24,Los Angeles,102,28.0,64.72,53.41,54.68,3.326,14.8,-4.3,82.2
2023-08-29,Austin,91,19.93,36.96,65.19,37.4,1.965,13.35,6.3,84.8
2024-12-01,Charlotte,83,18.9,38.73,38.41,42.87,1.826,14.3,9.2,74.4
2023-10-22,Houston,113,28.73,61.35,46.75,49.29,2.921,18.08,0.9,79.9
2023-04-03,San Antonio,142,29.06,60.98,103.37,41.78,1.077,16.42,33.5,30.6
2023-04-11,Fort Worth,127,29.09,67.73,74.3,,2.341,16.78,30.0,32.6
2024-10-10,Jacksonville,93,22.86,42.13,72.14,33.63,2.209,15.18,,71.4
2023-04-13,San Diego,123,22.23,44.29,85.33,30.05,1.708,6.29,31.4,44.0
2023-06-20,Jacksonville,,18.36,31.66,63.84,39.61,1.766,13.51,16.1,49.3
2023-11-03,Charlotte,114,28.58,49.02,53.8,52.59,2.275,18.21,6.1,89.8
2023-01-30,New York,161,32.91,69.53,90.44,40.81,2.043,17.17,23.7,67.0
2023-11-29,Fort Worth,120,27.24,57.16,,38.42,2.142,18.52,5.8,96.0
2023-02-27,Phoenix,,33.22,75.4,101.31,43.44,2.636,24.05,,45.7
2024-01-03,Philadelphia,98,27.49,55.51,51.52,48.33,2.05,12.65,21.0,53.9
2024-03-17,Chicago,124,31.88,70.78,87.28,44.51,2.24,13.69,31.3,15.3
2023-09-08,Dallas,132,31.92,63.67,,48.63,2.781,21.08,-0.7,82.7
2024-02-26,San Jose,,27.01,51.6,75.24,40.16,2.232,11.11,27.1,66.2
2024-11-29,Fort Worth,123,25.0,50.71,51.31,48.9,2.334,14.47,8.7,68.7
2023-07-04,Chicago,136,29.24,71.19,60.34,48.41,,16.1,16.7,59.9
2023-06-29,Los Angeles,131,33.77,71.25,91.77,62.89,2.645,19.79,11.1,61.8
2024-09-16,Columbus,107,25.25,51.25,58.94,41.14,2.245,16.14,5.6,91.6
2024-01-27,San Jose,82,18.46,33.45,55.64,38.32,1.365,19.04,12.8,
2024-11-30,Houston,122,31.75,66.19,62.08,51.85,3.066,15.7,9.6,77.0
2024-05-24,Charlotte,111,25.02,56.01,59.73,33.81,2.231,15.26,20.8,45.9
2024-08-20,Chicago,109,25.57,54.55,52.25,45.41,2.69,26.57,47.0,69.3
2023-08-26,San Diego,91,18.07,30.99,60.71,47.62,1.808,13.7,1.2,75.0
2024-10-15,Phoenix,103,22.6,47.43,38.72,48.43,2.369,13.86,-0.5,80.7
2024-04-15,Phoenix,132,36.13,77.89,93.57,51.77,2.458,15.74,33.6,40.9
2024-11-13,New York,116,23.58,48.62,60.36,44.03,2.438,13.29,2.5,77.4
2024-04-21,Charlotte,114,25.66,63.33,95.17,40.27,1.962,11.1,33.9,25.4
2023-10-22,Austin,71,17.82,42.26,55.31,37.99,1.787,15.72,11.1,84.3
2024-07-13,Chicago,86,21.48,53.57,57.45,37.0,2.166,16.08,17.2,60.2
2023-03-17,San Diego,133,23.09,61.87,92.41,35.38,1.57,7.72,29.8,28.9
2023-12-20,San Jose,113,24.17,61.27,71.07,46.08,1.646,13.53,23.4,55.2
2023-11-03,Austin,85,22.0,49.63,49.41,37.2,1.774,16.18,-5.7,89.2
2024-03-10,Jacksonville,132,28.21,55.73,97.47,37.57,1.603,12.61,39.0,31.9
2023-09-14,San Diego,103,20.67,48.93,54.97,39.6,2.042,10.73,-6.4,91.6
2023-11-06,Houston,103,23.04,57.56,76.58,49.98,1.943,20.8,4.8,92.9
2024-01-29,Columbus,90,23.98,48.93,64.88,37.41,2.553,14.85,12.3,47.0
2024-05-09,Los Angeles,169,39.96,89.46,69.61,49.21,2.718,23.79,11.3,60.8
2023-08-31,San Antonio,108,29.75,65.45,57.98,46.56,2.934,14.83,-0.9,88.0
2024-08-08,Philadelphia,109,30.38,62.62,60.67,40.45,2.72,15.49,-2.9,72.7
2024-08-11,Phoenix,116,25.78,52.81,46.95,50.8,2.652,21.2,13.9,75.3
2024-12-17,Phoenix,136,33.33,,74.28,36.49,3.158,17.88,12.6,67.5
2023-01-23,Columbus,90,20.76,49.19,66.73,44.73,2.49,11.56,27.9,46.0
2024-11-05,San Antonio,82,19.65,44.63,51.79,38.89,1.536,17.51,6.7,90.7
2023-10-09,New York,94,24.38,56.43,53.63,50.1,2.312,18.38,-2.0,67.5
2024-08-02,Columbus,108,25.55,57.63,55.68,38.86,1.186,11.71,12.3,82.4
2024-12-03,Fort Worth,106,25.47,49.06,70.05,45.21,1.856,19.0,6.6,73.5
2023-02-20,Charlotte,103,24.51,,78.92,33.6,1.984,14.52,27.2,17.3
2024-09-12,Jacksonville,111,24.42,52.16,48.58,31.71,2.236,16.12,-3.8,93.7
2024-05-23,Columbus,101,27.41,57.32,91.89,37.55,2.599,13.91,34.1,38.6
2023-10-21,Fort Worth,95,23.15,54.87,,,2.113,13.25,2.6,89.0
2023-08-24,San Jose,84,19.71,41.32,42.95,37.87,1.909,10.91,11.3,70.9
2023-12-27,Houston,136,31.25,67.49,50.89,56.45,2.9,17.14,21.4,57.4
2024-10-13,Houston,129,30.33,61.24,64.56,48.59,,16.72,-1.1,87.4
2024-09-27,Phoenix,99,23.09,47.47,34.59,48.81,1.813,21.0,8.1,64.2
2024-11-25,Fort Worth,89,20.97,42.27,58.56,33.23,1.281,14.91,8.1,57.1
2024-11-06,Austin,121,30.98,63.74,43.91,40.39,1.532,14.57,19.1,80.5
2023-05-21,Austin,93,21.84,44.29,75.7,38.54,2.235,15.8,29.5,45.7
2023-04-10,Charlotte,98,24.26,50.87,76.62,40.36,1.961,21.69,30.3,45.6
2024-10-04,Austin,97,18.16,46.84,45.15,33.15,1.85,8.52,-0.0,73.2
2023-02-10,Phoenix,139,33.42,82.55,83.58,49.89,2.291,22.11,23.0,35.9
2024-03-27,New York,115,27.71,66.46,,44.06,2.796,13.43,29.7,26.2
2024-08-16,Philadelphia,108,26.32,51.64,48.8,34.24,2.227,17.17,3.6,85.1
2023-05-15,Los Angeles,162,40.14,82.99,73.76,50.55,2.728,15.81,22.5,35.6
2023-10-30,Philadelphia,117,20.68,56.39,63.51,45.81,2.014,17.33,7.3,76.9
2024-03-01,Chicago,101,22.59,54.38,82.44,45.36,2.916,20.22,24.4,29.9
2023-07-25,Chicago,118,27.94,55.83,66.97,36.09,2.664,19.63,-3.1,80.3
2024-07-06,Charlotte,109,26.06,54.66,56.43,43.32,1.385,10.61,19.7,54.5
2024-01-10,Dallas,115,28.15,58.41,65.04,46.16,2.08,13.71,19.3,70.9
2024-05-28,Charlotte,103,22.61,53.59,73.15,36.46,2.113,14.97,15.7,49.8
2023-10-07,Columbus,108,25.24,54.55,41.58,44.06,2.28,17.25,4.2,95.1
2023-06-18,Phoenix,103,,56.46,69.18,48.65,3.306,20.52,16.3,53.0
2024-05-08,Fort Worth,128,29.8,69.18,73.15,42.66,2.46,15.57,23.5,37.3
2023-10-30,Jacksonville,84,23.11,44.75,50.04,32.38,1.71,16.06,-6.7,92.4
2023-12-13,Fort Worth,98,22.81,48.42,50.3,43.51,2.429,19.83,18.4,49.9
2023-04-28,San Diego,109,23.32,37.12,68.72,37.85,1.612,17.72,13.9,40.1
2023-03-19,Chicago,,27.27,62.87,86.09,45.32,2.312,16.94,32.4,36.4
2023-08-20,Columbus,92,19.17,45.63,50.48,41.22,2.66,12.38,-1.1,67.6
2024-11-23,Jacksonville,84,22.16,45.69,68.09,43.49,1.748,15.12,7.2,82.8
2024-11-21,San Antonio,106,24.63,44.91,62.11,41.72,1.766,7.71,6.4,80.2
2024-07-24,Philadelphia,110,23.88,48.95,52.57,42.06,1.826,20.21,13.6,55.9
2023-04-03,Fort Worth,131,31.82,65.06,87.22,41.92,2.142,16.42,31.5,53.0
2024-02-09,New York,110,28.25,50.74,76.9,49.28,2.662,17.9,23.8,50.6
2023-09-28,Dallas,90,21.39,49.15,61.5,40.46,2.173,17.1,-7.9,89.7
2023-05-07,San Diego,102,27.46,46.05,62.14,42.47,1.896,14.9,23.3,44.4
2024-01-13,Austin,89,20.53,43.21,49.89,33.89,2.037,14.49,18.9,43.2
2024-11-19,Phoenix,91,25.47,55.59,61.98,51.26,2.462,22.31,12.6,68.8
2024-08-21,San Antonio,98,23.82,50.06,49.53,50.37,2.36,13.39,6.2,80.6
2024-10-15,Philadelphia,97,22.07,38.37,55.48,43.75,2.187,15.48,-2.9,92.4
2023-04-21,Austin,93,21.6,51.23,78.01,45.44,2.534,18.92,35.5,29.0
2023-08-28,San Diego,87,16.52,42.37,51.34,38.67,2.129,20.87,2.5,92.7
2023-01-26,San Jose,101,24.59,59.3,54.98,33.05,2.438,4.29,9.9,62.8
2024-07-28,Philadelphia,128,29.46,56.7,79.59,50.57,2.411,19.44,9.4,92.3
2024-09-16,Houston,112,26.23,51.65,59.55,53.32,2.244,17.97,1.0,96.3
2024-10-25,Los Angeles,145,30.96,61.89,63.16,48.79,2.74,17.1,-1.8,79.8
2024-10-12,Columbus,90,23.57,53.2,44.23,48.91,1.866,16.16,2.6,96.3
2024-04-20,Charlotte,136,29.67,67.83,83.09,39.13,1.813,17.06,26.9,58.5
2024-12-18,Phoenix,132,30.12,65.03,67.66,47.38,2.377,18.96,14.5,69.1
2023-02-22,San Jose,99,22.56,50.55,52.86,37.59,1.744,10.5,19.8,36.8
2024-10-26,San Antonio,87,20.54,43.48,46.38,33.62,2.325,13.36,8.7,84.7
2023-04-30,Chicago,126,26.22,67.54,83.96,43.39,,20.76,28.7,20.2
2023-02-16,New York,113,26.69,54.92,64.02,39.05,2.378,15.72,13.3,59.2
2023-11-08,San Diego,69,17.27,38.76,58.89,30.25,1.8,,8.8,91.3
2023-04-29,Los Angeles,145,33.35,81.69,104.23,51.8,2.363,21.02,30.0,54.2
2023-08-29,Charlotte,94,21.2,43.33,51.32,47.91,2.271,10.15,-1.6,80.2
2024-07-04,Chicago,126,30.74,67.09,62.7,37.46,1.69,17.41,13.2,81.4
2024-02-02,San Diego,91,19.79,52.98,51.62,35.73,0.981,7.68,22.8,59.8
2024-01-15,Austin,94,20.01,51.07,56.8,36.21,1.996,12.39,19.7,31.5
2024-12-14,Dallas,104,24.99,60.1,53.46,44.6,2.544,17.21,7.9,68.6
2024-03-05,San Jose,116,25.94,54.47,69.44,43.91,,10.14,25.1,39.6
2023-06-08,Charlotte,103,21.07,51.22,51.9,39.12,2.082,16.83,16.7,56.6
2024-02-29,Austin,109,23.72,53.25,69.02,32.4,1.639,17.4,22.6,38.5
2023-04-12,Columbus,117,24.59,52.73,79.66,44.23,1.682,14.27,26.4,33.0
2024-05-16,San Jose,84,19.08,44.13,65.38,34.27,2.09,11.92,25.7,26.5
2024-02-22,Phoenix,125,30.85,60.66,100.66,53.12,2.726,15.06,24.5,26.9
2023-02-03,Jacksonville,135,29.49,71.25,60.45,32.78,1.818,6.84,15.5,54.3
2024-01-15,Houston,132,26.79,62.31,78.05,49.87,2.938,20.35,16.9,33.8
2024-03-30,San Diego,115,26.6,52.84,90.99,33.91,1.422,14.32,29.0,31.1
2023-08-30,Columbus,91,21.31,38.68,51.99,38.54,2.01,7.06,4.6,85.9
2024-01-07,Los Angeles,115,,66.84,82.07,52.45,2.509,14.5,14.3,48.5
2024-12-03,Philadelphia,126,28.81,56.09,47.19,45.26,2.756,20.04,-10.3,96.2
2024-07-11,Charlotte,78,23.57,39.51,54.54,36.64,2.327,11.1,10.4,78.8
2024-10-22,Philadelphia,100,21.76,45.97,59.17,44.47,2.335,26.08,2.0,94.0
2023-03-04,San Antonio,124,29.23,70.23,91.89,43.75,2.159,13.36,33.3,
2023-10-10,Houston,123,27.98,59.49,74.91,48.2,2.797,16.13,-0.7,82.4
2023-05-06,Columbus,123,29.35,63.81,,38.87,1.675,18.47,31.2,33.0
2024-04-10,Los Angeles,168,37.19,85.66,118.61,47.53,2.936,22.55,37.7,40.1
2024-11-09,Houston,110,24.84,56.64,45.39,55.49,2.386,21.06,6.7,72.7
2024-06-27,Houston,121,29.71,55.58,70.02,62.93,3.107,18.48,21.7,39.2
2024-10-19,Austin,82,21.2,33.02,44.83,31.14,1.726,15.38,-4.2,85.9
2024-09-03,New York,107,23.59,43.5,57.02,50.57,2.072,20.84,-1.4,94.8
2023-02-21,Fort Worth,88,22.62,394.82,,40.56,1.93,15.79,25.4,22.7
2023-12-08,Houston,128,29.36,61.05,68.87,41.62,2.641,23.57,0.8,79.1
2023-05-09,Fort Worth,120,28.99,66.01,69.14,49.07,2.4,20.55,30.4,25.8
2024-08-01,Houston,119,27.77,65.59,49.43,58.53,2.384,15.22,3.0,69.7
2023-03-12,Columbus,139,30.2,61.83,90.76,51.26,1.704,12.27,27.7,30.4
2024-07-21,Houston,129,31.77,63.31,76.39,51.04,2.942,21.67,10.5,86.6
2024-08-23,Houston,122,30.48,73.62,62.24,47.17,2.803,18.97,1.8,91.2
2023-08-27,Philadelphia,107,22.43,46.72,53.04,48.38,1.672,17.5,7.9,92.2
2023-06-01,Fort Worth,93,23.56,48.58,80.7,50.59,2.014,20.44,21.6,49.2
2024-09-02,New York,100,22.27,46.44,54.71,35.26,2.585,12.46,3.8,95.8
2023-10-11,Columbus,105,25.03,57.31,63.03,29.76,1.704,12.84,-4.6,77.5
2023-05-29,Chicago,92,23.94,49.29,60.51,43.68,2.588,17.34,16.2,47.3
2024-07-07,Phoenix,113,22.2,58.74,61.37,49.17,2.189,12.32,4.5,72.8
2023-06-28,Los Angeles,111,27.29,56.56,58.1,42.79,2.261,290.76,10.6,50.2
2024-11-07,Columbus,127,32.35,67.44,52.15,42.4,1.736,15.0,4.2,72.7
2023-01-27,Chicago,114,23.42,59.66,58.04,47.43,2.044,15.41,,50.7
2023-01-16,Philadelphia,98,23.84,46.83,60.52,43.43,1.827,,9.6,59.1
2023-09-01,San Jose,102,22.66,56.11,56.09,36.04,1.722,14.99,8.8,94.7
2023-11-28,New York,129,31.46,61.53,61.38,,1.864,16.17,7.5,80.6
2023-06-28,Phoenix,125,28.03,61.38,73.72,52.41,2.016,14.31,13.2,52.5
2023-02-23,Chicago,127,27.93,60.31,95.56,39.88,2.085,22.57,30.9,44.4
2024-03-07,Dallas,150,32.01,77.3,86.07,43.44,2.32,,34.0,67.6
2023-04-27,Jacksonville,107,20.95,48.9,84.05,37.05,1.827,16.39,28.3,24.0
2023-03-07,San Diego,109,20.15,43.94,84.88,34.95,1.422,18.93,38.5,33.3
2024-04-04,Fort Worth,111,28.5,59.34,79.04,42.2,2.099,24.13,28.9,36.6
2024-01-06,Dallas,113,30.09,59.89,68.66,44.8,2.7,20.4,26.6,69.0
2024-08-30,Los Angeles,118,26.87,58.7,56.06,60.88,2.151,16.84,2.3,68.3
2024-04-07,Dallas,141,31.99,69.96,108.13,40.27,2.267,18.48,35.4,36.3
2023-08-15,San Jose,86,24.06,48.21,50.66,42.74,1.594,,2.2,68.1
2023-02-14,Jacksonville,112,22.3,41.33,82.09,39.92,1.886,16.16,29.2,37.2
2024-11-05,Dallas,116,26.22,49.37,51.58,55.59,2.239,14.68,4.3,81.0
2023-11-05,San Diego,109,27.19,48.31,45.36,42.33,1.461,21.39,-1.4,93.1
2024-10-20,New York,87,21.17,41.7,63.22,42.7,2.484,17.9,-3.0,96.5
2023-03-04,San Diego,108,23.71,51.09,63.72,37.89,1.634,18.19,19.1,33.8
2024-02-16,San Antonio,123,30.04,62.19,63.44,43.5,2.1,17.25,24.0,43.9
2024-12-03,Los Angeles,143,32.89,72.88,55.37,51.02,3.063,29.38,5.4,66.5
2024-05-17,Jacksonville,99,24.28,56.65,83.81,41.66,1.832,12.79,27.5,33.9
2024-03-30,Los Angeles,136,36.01,77.1,100.16,50.45,2.601,17.78,35.7,12.4
2023-03-24,Philadelphia,144,34.68,76.98,72.59,48.29,2.439,13.27,20.9,58.1
2024-09-14,Chicago,110,24.92,57.98,62.79,49.5,2.78,25.03,-0.4,95.7
2023-03-09,Chicago,107,25.37,61.28,89.01,45.46,2.127,17.22,26.2,28.0
2023-10-09,San Jose,101,23.64,53.29,60.98,46.34,1.846,10.23,4.9,85.4
2024-10-10,San Jose,109,24.92,57.0,45.23,33.86,1.95,11.93,6.7,81.0
2024-07-15,Jacksonville,96,21.02,34.42,52.59,42.39,1.503,12.89,2.7,77.9
2023-10-06,Dallas,116,25.94,59.36,49.7,49.64,2.142,16.24,5.4,84.4
2023-11-29,San Antonio,105,25.8,49.56,52.34,42.99,1.819,12.25,11.9,66.3
2024-09-03,Dallas,111,20.93,62.08,59.79,49.16,1.951,,8.1,86.3
2023-10-29,San Diego,89,20.15,45.11,56.79,40.57,1.225,18.3,2.7,84.5
2024-06-01,San Jose,77,22.67,37.33,79.14,45.27,1.792,7.92,32.4,42.0
2024-03-16,Los Angeles,169,41.37,95.93,104.52,55.12,2.374,20.93,34.7,31.0
2024-12-19,Los Angeles,157,,83.35,56.53,51.99,2.488,22.15,10.9,62.4
2024-11-01,Austin,93,22.58,40.8,39.17,37.33,2.561,6.5,-5.6,94.4
2024-07-18,Jacksonville,108,23.59,50.97,45.17,39.63,1.939,7.93,11.9,80.1
2023-08-09,San Antonio,78,22.52,44.3,51.44,40.59,2.038,15.28,9.5,48.5
2024-04-07,Charlotte,105,24.43,52.81,82.12,42.78,2.003,9.95,27.2,32.3
2023-08-22,San Antonio,84,24.64,55.18,46.1,48.73,1.679,15.0,8.2,78.8
2023-12-14,Columbus,108,24.98,48.26,48.32,42.79,1.882,18.16,11.9,67.9
2024-04-09,San Antonio,129,29.25,67.13,79.52,42.66,1.95,14.14,24.2,38.4
2024-03-01,Jacksonville,104,22.99,42.54,76.94,44.88,2.07,14.29,25.9,23.6
2023-04-08,Philadelphia,126,31.97,74.38,63.71,39.96,2.151,21.71,15.1,52.8
2024-03-13,Philadelphia,142,29.47,72.56,89.15,48.04,2.761,21.27,29.3,50.7
2024-11-12,Phoenix,135,34.21,68.88,62.66,52.84,2.761,13.07,-1.3,82.2
2024-01-19,Chicago,127,29.86,69.09,69.9,44.23,2.454,13.14,21.4,45.4
2024-12-04,Charlotte,96,24.73,53.22,55.26,42.25,1.737,19.46,8.9,77.6
2024-04-30,Los Angeles,186,35.73,95.4,84.78,46.36,2.8,20.0,29.4,48.8
2023-04-04,Columbus,127,29.1,74.0,85.46,34.64,2.49,12.33,26.3,25.0
2023-03-29,Los Angeles,151,34.57,84.38,89.28,50.66,3.467,19.27,22.9,40.8
2024-03-18,Los Angeles,161,36.0,88.68,63.85,50.73,2.345,16.34,19.9,18.8
2024-01-17,Fort Worth,142,31.04,64.99,66.22,43.9,2.186,22.03,24.8,60.3
2023-05-14,Dallas,104,26.65,58.81,88.84,44.0,2.148,12.73,25.9,34.4
2023-03-03,San Jose,119,29.99,56.3,90.88,33.43,1.593,10.25,29.6,53.4
2024-07-29,Dallas,109,25.78,60.27,60.43,54.74,,19.31,9.7,82.3
2023-12-04,Austin,107,28.85,54.07,49.33,41.65,1.876,,3.4,61.1
2023-05-06,San Antonio,128,25.6,59.04,93.1,42.55,1.764,14.05,31.6,41.8
2023-12-29,Columbus,88,22.58,55.72,62.85,38.98,1.671,13.28,10.0,46.6
2024-11-12,Fort Worth,107,24.61,47.1,58.38,38.93,1.799,18.54,11.3,67.1
2024-03-09,Columbus,118,24.83,63.29,82.68,36.75,1.307,17.43,31.2,30.5
2023-02-22,Phoenix,151,36.6,81.02,95.07,44.98,2.433,21.75,26.6,
2024-09-06,Phoenix,110,27.29,52.28,74.3,49.64,2.563,14.41,-5.1,83.2
2023-12-27,Los Angeles,118,27.6,65.34,55.13,45.01,3.289,20.18,10.9,77.2
2024-08-14,Dallas,97,24.68,49.99,38.4,48.04,2.477,15.19,6.9,71.0
2023-08-06,Chicago,102,25.66,56.36,55.8,47.33,2.187,11.08,8.8,81.1
2024-11-03,San Diego,105,23.74,50.7,43.19,30.49,2.048,10.8,-3.5,77.0
2023-08-18,Columbus,111,24.9,44.4,56.49,42.43,2.843,13.41,8.9,89.2
2023-04-21,Philadelphia,141,32.57,71.76,85.85,39.2,2.28,16.49,30.8,34.3
2024-07-23,Philadelphia,109,24.8,51.69,62.22,48.3,2.255,17.6,15.3,61.2
2023-04-28,Fort Worth,124,26.68,66.7,97.65,47.8,2.274,15.9,34.3,32.1
2023-10-13,San Jose,78,19.22,43.28,47.23,44.53,1.745,12.14,-1.5,94.1
2023-08-20,Fort Worth,85,19.61,37.54,60.77,47.49,2.263,16.34,15.2,92.8
2024-03-15,Columbus,133,30.64,62.92,99.91,44.39,1.977,18.82,33.0,31.8
2024-07-28,Fort Worth,119,26.49,66.47,64.49,35.15,2.179,16.89,6.2,75.7
2024-09-28,San Jose,81,,38.1,46.55,40.53,1.69,13.09,-4.4,82.2
2024-11-22,Austin,,22.13,49.62,52.66,36.75,1.746,18.78,1.4,78.7
2024-07-24,New York,98,20.88,46.78,62.76,48.41,1.358,13.9,10.6,67.8
2024-09-15,Charlotte,111,23.03,48.62,54.42,34.33,1.416,12.46,0.5,88.5
2024-11-04,Columbus,77,18.77,42.83,51.74,42.77,2.578,16.21,4.6,77.1
2024-12-11,Phoenix,134,32.11,79.02,63.83,50.7,,15.7,9.9,88.7
2023-01-30,Chicago,100,25.48,58.38,62.93,40.25,2.095,21.06,,42.4
2023-10-07,Jacksonville,69,17.14,21.87,48.64,36.64,1.723,14.89,-7.2,73.0
2023-11-13,Charlotte,96,20.71,43.66,69.52,37.65,2.051,14.39,13.1,79.6
2023-12-14,Philadelphia,107,27.62,51.56,62.7,49.45,2.37,20.4,4.7,79.8
2023-01-07,Chicago,134,32.01,73.91,60.74,46.85,2.073,18.71,10.4,64.9
2023-05-27,San Jose,105,21.13,51.47,78.63,38.98,1.988,13.66,28.5,53.2
2024-11-04,San Antonio,97,25.35,47.77,51.09,37.58,2.194,12.73,7.0,92.7
2023-03-13,Chicago,156,24.58,62.81,103.9,54.99,2.639,15.66,33.0,19.1
2024-10-10,New York,116,25.31,56.6,69.37,46.18,2.629,17.38,-2.7,91.4
2023-04-04,Jacksonville,132,29.18,64.1,99.87,43.86,2.072,14.29,30.4,48.1
2024-06-27,Houston,109,26.67,63.62,74.88,51.93,2.725,16.83,19.6,50.2
2024-01-21,San Antonio,128,27.23,63.14,57.48,37.13,1.412,16.11,11.5,65.3
2024-04-09,Philadelphia,145,33.96,71.99,106.17,51.29,2.093,21.28,37.5,42.4
2023-06-11,Philadelphia,125,28.85,65.32,69.91,43.73,1.865,15.07,21.9,56.2
2023-11-16,Jacksonville,74,17.9,46.68,56.49,49.54,1.763,8.27,1.9,67.7
2023-11-29,Fort Worth,96,24.15,46.99,56.3,31.5,2.449,16.26,5.8,56.2
2024-08-04,San Jose,84,15.73,37.92,54.67,43.91,1.694,14.55,2.9,68.9
2023-03-28,Charlotte,130,31.07,60.48,98.95,39.31,1.561,18.33,32.3,40.4
2023-02-23,Chicago,157,32.63,75.06,71.75,46.88,2.799,18.48,26.3,47.4
2023-06-11,Fort Worth,139,29.38,79.95,81.46,31.61,2.198,12.2,24.1,45.5
2024-01-13,San Jose,109,23.49,51.84,62.5,32.65,1.842,9.54,14.3,64.9
2024-09-24,New York,117,25.29,51.2,63.46,49.19,2.25,17.68,4.7,95.5
2024-11-21,Los Angeles,121,29.06,66.3,66.86,55.3,2.23,19.93,-0.0,86.0
2023-10-06,San Diego,72,17.32,38.1,44.64,29.27,1.384,17.78,4.7,77.4
2024-11-08,San Antonio,74,17.16,29.08,46.95,51.6,2.011,13.6,5.1,83.9
2024-05-12,San Jose,106,23.15,58.74,57.24,42.64,2.048,17.04,19.8,33.0
2024-03-28,San Antonio,113,28.7,61.98,64.52,43.24,1.787,11.38,20.4,33.7
2023-10-07,Houston,96,21.8,48.28,62.47,46.7,3.006,13.25,4.7,67.9
2024-06-08,Los Angeles,142,37.41,75.74,70.07,58.64,3.057,24.27,23.1,61.7
2023-12-20,San Antonio,105,26.5,51.77,45.15,50.43,1.9,12.74,19.0,70.2
2023-04-24,Phoenix,159,37.27,81.04,89.32,56.96,2.201,18.74,32.8,29.8
2024-11-25,Austin,82,16.82,40.01,,48.78,2.074,9.44,8.3,72.6
2024-08-30,San Diego,97,24.51,42.61,47.81,29.81,0.775,13.21,2.8,89.6
2024-06-23,Austin,98,19.95,47.64,67.5,39.36,1.677,19.2,23.7,38.9
2023-11-12,New York,95,23.91,53.52,54.63,,2.289,13.35,6.7,79.2
2023-08-14,San Antonio,94,20.37,35.34,55.44,49.82,1.923,20.71,1.1,80.1
2024-09-05,New York,112,25.94,54.04,53.82,43.59,2.744,15.67,-1.2,92.0
2023-01-08,Houston,107,27.17,59.54,69.42,52.54,2.481,14.6,22.0,52.5
2023-11-05,Houston,99,22.43,51.59,56.46,59.33,2.418,13.2,3.1,65.1
2023-05-21,Fort Worth,116,26.05,60.53,75.21,40.1,2.16,17.57,19.2,48.0
2023-09-19,Phoenix,92,18.17,50.23,36.09,44.33,2.4,14.08,0.3,93.9
2023-12-02,Los Angeles,123,34.42,76.8,56.95,54.61,3.075,16.3,8.6,66.6
2023-01-08,San Diego,126,28.07,59.69,45.55,36.89,1.475,9.16,6.8,56.3
2024-03-16,Chicago,139,33.45,78.54,72.33,40.55,2.704,17.2,24.2,38.8
2023-05-13,San Antonio,134,28.53,68.86,78.0,44.13,1.906,20.11,25.3,54.6
2024-06-29,Jacksonville,100,21.95,52.95,67.72,42.34,1.581,14.3,22.2,57.2
2023-08-24,Dallas,114,20.5,56.08,50.84,48.21,2.243,13.59,2.7,79.9
2024-07-26,Columbus,97,26.58,50.04,57.24,34.82,2.246,10.11,8.8,74.9
2024-11-15,Fort Worth,101,23.07,48.71,57.3,37.9,2.123,18.93,-1.1,68.4
2023-12-29,Los Angeles,136,32.91,72.85,63.18,51.88,2.94,14.59,51.7,52.2
2024-02-11,Columbus,116,29.32,51.9,68.53,37.4,2.067,12.35,22.4,43.8
2023-02-13,San Antonio,109,25.91,54.05,68.24,46.19,2.227,14.22,23.2,34.7
2023-01-20,San Diego,96,23.13,51.95,56.68,27.8,1.733,16.1,12.7,46.9
2023-03-21,Columbus,141,31.79,77.55,103.65,47.0,1.35,14.45,37.3,29.5
2023-11-17,San Jose,122,25.57,61.96,47.74,45.0,2.161,12.86,2.7,76.0
2024-03-15,San Jose,110,23.35,47.24,82.2,37.67,1.839,11.64,33.8,20.9
2024-02-19,Jacksonville,119,,61.18,60.17,47.71,2.48,14.0,13.3,30.9
2024-10-17,San Antonio,112,24.59,56.72,59.17,47.53,2.439,13.54,3.3,85.3
2023-10-24,Los Angeles,113,26.27,58.02,52.92,55.95,3.549,20.68,2.8,95.7
2024-02-19,New York,126,,68.55,75.16,45.05,2.066,15.26,31.0,27.2
2023-11-29,Chicago,93,21.74,53.25,58.48,49.56,2.372,14.99,2.7,76.5
2024-09-24,San Diego,76,22.28,43.01,40.6,37.49,1.512,9.03,-0.1,84.2
